2026-01-29 14:02:06.618 [main] INFO  smartebao.guide.CrawlerApplication - Starting CrawlerApplication using Java 1.8.0_442 on qiyuzhengdeMac-mini.local with PID 91611 (/Users/qiyuzheng/Desktop/java_project/kaoyoungCrawler/target/classes started by qiyuzheng in /Users/qiyuzheng/Desktop/java_project/kaoyoungCrawler)
2026-01-29 14:13:13.982 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: ec9f3b1c27ce414fa39e48fbccbd7587
2026-01-29 14:13:13.985 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 0eefa930f9f542a9959d59932f6bc2bb
2026-01-29 14:13:13.988 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: 0eefa930f9f542a9959d59932f6bc2bb
2026-01-29 14:13:13.988 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: 0eefa930f9f542a9959d59932f6bc2bb
2026-01-29 14:13:13.988 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:13:13.988 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:13:13.988 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:18.990 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [85], RequestId: 22cff7542cdc40259fe806771d9f7b7a
2026-01-29 14:13:18.993 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [86], RequestId: 5be2478d79004c35868392265314a02b
2026-01-29 14:13:18.994 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: 5be2478d79004c35868392265314a02b
2026-01-29 14:13:18.998 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: 5be2478d79004c35868392265314a02b
2026-01-29 14:13:18.999 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: 5be2478d79004c35868392265314a02b
2026-01-29 14:13:18.999 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: 5be2478d79004c35868392265314a02b
2026-01-29 14:13:19.000 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: 22cff7542cdc40259fe806771d9f7b7a
2026-01-29 14:13:19.000 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: 22cff7542cdc40259fe806771d9f7b7a
2026-01-29 14:13:19.000 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769667199000}], RequestId: 054840272257483c839334dc871372bc
2026-01-29 14:13:19.001 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: dd813ea0ac97479e8eae07f7760e71a3
2026-01-29 14:13:19.004 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 59fe3352631d4a1aaedd5b761bb13c47
2026-01-29 14:13:19.006 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: 59fe3352631d4a1aaedd5b761bb13c47
2026-01-29 14:13:19.006 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: 59fe3352631d4a1aaedd5b761bb13c47
2026-01-29 14:13:19.006 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:13:19.006 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:13:19.006 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:19.171 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769667199170},"clientId":"client_fp_iu4mw1","timestamp":1769667199170}], RequestId: fdd3d48af55a4644bdebc1a84385731c
2026-01-29 14:13:19.171 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 95265b446abd4795af02f2bf929dc938
2026-01-29 14:13:19.179 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 95265b446abd4795af02f2bf929dc938
2026-01-29 14:13:19.180 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 95265b446abd4795af02f2bf929dc938
2026-01-29 14:13:19.180 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:21.666 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769667201666},"clientId":"client_fp_iu4mw1","timestamp":1769667201666}], RequestId: 5c58f583cdca4ed880129766967c2f3a
2026-01-29 14:13:21.666 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: ed9886a1d4b748e6848074845d90da3e
2026-01-29 14:13:21.669 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: ed9886a1d4b748e6848074845d90da3e
2026-01-29 14:13:21.670 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: ed9886a1d4b748e6848074845d90da3e
2026-01-29 14:13:21.670 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:24.004 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [86], RequestId: 14bab82c6d6a495fa43574947bfed56a
2026-01-29 14:13:24.014 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [87], RequestId: 69c73d6b91434e76822046741194ad5d
2026-01-29 14:13:24.015 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: 69c73d6b91434e76822046741194ad5d
2026-01-29 14:13:24.018 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: 69c73d6b91434e76822046741194ad5d
2026-01-29 14:13:24.018 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: 69c73d6b91434e76822046741194ad5d
2026-01-29 14:13:24.018 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: 69c73d6b91434e76822046741194ad5d
2026-01-29 14:13:24.021 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769667204020}], RequestId: 9413fea81840491483cb2b3131c75d70
2026-01-29 14:13:24.021 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: 34ac9685e4924329b754fbc4a4b8aa2e
2026-01-29 14:13:24.022 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: 14bab82c6d6a495fa43574947bfed56a
2026-01-29 14:13:24.022 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: 14bab82c6d6a495fa43574947bfed56a
2026-01-29 14:13:24.027 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: e2027eeac8b14fccb01081c29bfc651b
2026-01-29 14:13:24.030 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: e2027eeac8b14fccb01081c29bfc651b
2026-01-29 14:13:24.030 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: e2027eeac8b14fccb01081c29bfc651b
2026-01-29 14:13:24.030 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:13:24.030 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:13:24.030 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:24.364 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendExecuteScriptCommand with params: [client_fp_iu4mw1], RequestId: 9d026ecaa3cc4c338c464629737f4c76
2026-01-29 14:13:24.364 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 发送脚本执行命令，任务ID: manual_task_1769667204364, RequestId: 9d026ecaa3cc4c338c464629737f4c76
2026-01-29 14:13:24.364 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendExecuteScriptCommand with result: Execute script command sent, RequestId: 9d026ecaa3cc4c338c464629737f4c76
2026-01-29 14:13:24.368 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"crawl_result","payload":{"taskId":"manual_task_1769667204364","crawlData":{"error":"Evaluating a string as JavaScript violates the following Content Security Policy directive because 'unsafe-eval' is not an allowed source of script: script-src 'self' 'wasm-unsafe-eval' 'inline-speculation-rules' http://localhost:* http://127.0.0.1:* chrome-extension://881a6dd9-7e94-4aa0-915c-a09ca3d7bb81/\".\n"},"crawlStatus":"fail","errorMessage":null},"clientId":"client_fp_iu4mw1","timestamp":1769667204368}], RequestId: 0349b2c0183149549225802bf6fc79ef
2026-01-29 14:13:24.369 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleCrawlResult with params: [client_fp_iu4mw1], RequestId: 6f8198ce6d0848e6886cb48c1930b169
2026-01-29 14:13:24.381 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - 收到客户端 client_fp_iu4mw1 的爬取结果，任务ID: manual_task_1769667204364, RequestId: 6f8198ce6d0848e6886cb48c1930b169
2026-01-29 14:13:24.381 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleCrawlResult with result: Crawl result processed, RequestId: 6f8198ce6d0848e6886cb48c1930b169
2026-01-29 14:13:24.383 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:24.384 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"crawl_result","payload":{"taskId":"manual_task_1769667204364","crawlData":{"error":"Evaluating a string as JavaScript violates the following Content Security Policy directive because 'unsafe-eval' is not an allowed source of script: script-src 'self' 'wasm-unsafe-eval' 'inline-speculation-rules' http://localhost:* http://127.0.0.1:* chrome-extension://881a6dd9-7e94-4aa0-915c-a09ca3d7bb81/\".\n"},"crawlStatus":"fail","errorMessage":null},"clientId":"client_fp_iu4mw1","timestamp":1769667204369}], RequestId: c53756763dae4255b7eb3cc3fbb8c35e
2026-01-29 14:13:24.385 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleCrawlResult with params: [client_fp_iu4mw1], RequestId: 80e98c6177964b98a24d85e6e599a29a
2026-01-29 14:13:24.391 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - 收到客户端 client_fp_iu4mw1 的爬取结果，任务ID: manual_task_1769667204364, RequestId: 80e98c6177964b98a24d85e6e599a29a
2026-01-29 14:13:24.391 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleCrawlResult with result: Crawl result processed, RequestId: 80e98c6177964b98a24d85e6e599a29a
2026-01-29 14:13:24.391 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:27.893 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769667207892},"clientId":"client_fp_iu4mw1","timestamp":1769667207892}], RequestId: b2dd4d909b0b420cb67049c431feafac
2026-01-29 14:13:27.894 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 374ad20f23014ff8847608a662ef93ad
2026-01-29 14:13:27.899 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 374ad20f23014ff8847608a662ef93ad
2026-01-29 14:13:27.899 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 374ad20f23014ff8847608a662ef93ad
2026-01-29 14:13:27.899 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:27.900 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"idle_status_update","payload":{"isIdle":false,"timestamp":1769667207899},"clientId":"client_fp_iu4mw1","timestamp":1769667207899}], RequestId: 196534d749fe4c89a5c150e69efc3247
2026-01-29 14:13:27.900 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleIdleStatusUpdate with params: [client_fp_iu4mw1], RequestId: 7cdcab45212f46c586c4900191ca79d4
2026-01-29 14:13:27.902 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 空闲状态更新: false, 空闲持续时间: N/A, RequestId: 7cdcab45212f46c586c4900191ca79d4
2026-01-29 14:13:27.902 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleIdleStatusUpdate with result: Idle status updated, RequestId: 7cdcab45212f46c586c4900191ca79d4
2026-01-29 14:13:27.902 [http-nio-8090-exec-10] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:29.028 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [87], RequestId: b85cfe630f2b4919b6dd76f55bd420cf
2026-01-29 14:13:29.034 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [88], RequestId: 4d98a74cd7754621a6f50ecf8b45ad37
2026-01-29 14:13:29.035 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: 4d98a74cd7754621a6f50ecf8b45ad37
2026-01-29 14:13:29.039 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: 4d98a74cd7754621a6f50ecf8b45ad37
2026-01-29 14:13:29.040 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: 4d98a74cd7754621a6f50ecf8b45ad37
2026-01-29 14:13:29.040 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: b85cfe630f2b4919b6dd76f55bd420cf
2026-01-29 14:13:29.040 [http-nio-8090-exec-9] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: 4d98a74cd7754621a6f50ecf8b45ad37
2026-01-29 14:13:29.040 [http-nio-8090-exec-7] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: b85cfe630f2b4919b6dd76f55bd420cf
2026-01-29 14:13:29.042 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769667209041}], RequestId: ab1095ead66d45c2bcab412616e9f213
2026-01-29 14:13:29.042 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: 673f8ae4593f486f8fbd3cdbfb96f4f6
2026-01-29 14:13:29.046 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 1bfcea8d5a2f4ad19a11d627c0e889ad
2026-01-29 14:13:29.050 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: 1bfcea8d5a2f4ad19a11d627c0e889ad
2026-01-29 14:13:29.050 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: 1bfcea8d5a2f4ad19a11d627c0e889ad
2026-01-29 14:13:29.050 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:13:29.050 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:13:29.050 [http-nio-8090-exec-6] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:34.047 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [88], RequestId: bc146b7d79374257ad70bb41c27f2912
2026-01-29 14:13:34.052 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [89], RequestId: da150be3b10f42079570ca2192bcb419
2026-01-29 14:13:34.053 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: da150be3b10f42079570ca2192bcb419
2026-01-29 14:13:34.056 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: da150be3b10f42079570ca2192bcb419
2026-01-29 14:13:34.057 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: bc146b7d79374257ad70bb41c27f2912
2026-01-29 14:13:34.057 [http-nio-8090-exec-2] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: bc146b7d79374257ad70bb41c27f2912
2026-01-29 14:13:34.057 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: da150be3b10f42079570ca2192bcb419
2026-01-29 14:13:34.057 [http-nio-8090-exec-1] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: da150be3b10f42079570ca2192bcb419
2026-01-29 14:13:34.058 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769667214058}], RequestId: 58ea39f9e276466bbb8543b62446f2b7
2026-01-29 14:13:34.059 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: ad5e73f49dcb463ab27b693b9034c2ca
2026-01-29 14:13:34.063 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: d9431c2c8b2f4ec6b46d4c57257c7d23
2026-01-29 14:13:34.065 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - 已向客户端 client_fp_iu4mw1 下发 4 个脚本, RequestId: d9431c2c8b2f4ec6b46d4c57257c7d23
2026-01-29 14:13:34.065 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.sendScriptsToClient with result: Scripts sent, RequestId: d9431c2c8b2f4ec6b46d4c57257c7d23
2026-01-29 14:13:34.065 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_iu4mw1 注册成功，空闲状态: false, RequestId: N/A
2026-01-29 14:13:34.065 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.handleRegister with result: Client registered, RequestId: N/A
2026-01-29 14:13:34.065 [http-nio-8090-exec-8] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onMessage with result: Message processed, RequestId: N/A
2026-01-29 14:13:39.065 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onClose with params: [89], RequestId: 08b396a0ab314ce5a98008655e0081a0
2026-01-29 14:13:39.069 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onOpen with params: [8a], RequestId: b8811b3006cc4379b0bd90a76aa630bd
2026-01-29 14:13:39.070 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - WebSocket连接建立成功 - token: eyJhbGciOiJIUzUxMiJ9..., RequestId: b8811b3006cc4379b0bd90a76aa630bd
2026-01-29 14:13:39.072 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - 认证成功，准备发送认证成功消息 - clientId: client_fp_hhp17p, username: 1, RequestId: b8811b3006cc4379b0bd90a76aa630bd
2026-01-29 14:13:39.073 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - 已发送认证成功消息，等待客户端注册 - clientId: client_fp_hhp17p, username: 1, RequestId: b8811b3006cc4379b0bd90a76aa630bd
2026-01-29 14:13:39.073 [http-nio-8090-exec-3] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onOpen with result: Connection established, RequestId: b8811b3006cc4379b0bd90a76aa630bd
2026-01-29 14:13:39.073 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - 客户端 client_fp_hhp17p 已断开连接, RequestId: 08b396a0ab314ce5a98008655e0081a0
2026-01-29 14:13:39.074 [http-nio-8090-exec-4] INFO  smartebao.guide.utils.LogUtils - Exiting method: CrawlerWebSocketHandler.onClose with result: Connection closed, RequestId: 08b396a0ab314ce5a98008655e0081a0
2026-01-29 14:13:39.075 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.onMessage with params: [{"type":"register","payload":{"username":"1","currentUrl":"https://client.smartebao.com/manifest/ISF-control","supportTaskTypes":"product_crawl,article_crawl,idle_task","idleStatus":false},"clientId":"client_fp_iu4mw1","timestamp":1769667219074}], RequestId: 2776d3b203a84ec487e04673a123808b
2026-01-29 14:13:39.075 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.handleRegister with params: [client_fp_iu4mw1], RequestId: f7ca333300994e689f7172f54e2ad038
2026-01-29 14:13:39.079 [http-nio-8090-exec-5] INFO  smartebao.guide.utils.LogUtils - Entering method: CrawlerWebSocketHandler.sendScriptsToClient with params: [client_fp_iu4mw1], RequestId: 22588b489c594fe1b1f2c2bf9ac377c5
